id,property_cost,monthly_income,current_total_emi,interest_rate,loan_amount,tenure,interest_amount,offer_processing_fees,offer_emi,Success
4833,1800000,28000,0,10.5,"2,50,000",10,"1,59,059","10,000","3,408",0
4840,,21000,0,9.95,"14,00,000",20,"18,76,326","15,000","13,649",0
4848,1000000,45000,0,9.95,"7,00,000",20,"9,38,430","15,000","6,824",0
4853,0,20000,0,9.95,"13,00,000",20,"17,42,341","15,000","12,674",0
4856,0,20000,0,9.95,"13,00,000",20,"17,42,341","6,500","12,674",0
4857,4200000,40000,0,9.95,"20,30,068",20,"27,20,616","15,000","19,792",0
4861,,25000,0,9.9,"7,50,000",10,"4,77,085","3,750","10,225",0
4868,28000000,30000,0,9.95,"20,00,000",20,"26,80,236","15,000","19,499",0
4872,2975000,30000,0,9.95,"20,00,000",20,"26,80,236","15,000","19,499",0
4874,0,40000,0,9.95,"29,50,000",29,"60,72,006","5,000","25,925",0
4887,1300000,3000000,0,9.9,"9,10,000",10,"5,78,895","4,550","12,406",0
4890,0,312000,0,9.95,"72,00,000",20,"96,47,998","15,000","70,198",0
4891,0,312000,0,9.85,"72,00,000",20,"96,47,998","28,800","70,198",0
4896,,21000,0,9.9,"10,00,000",20,"14,36,722","5,000","10,152",0
4897,,27000,0,9.95,"18,00,000",20,"24,12,266","15,000","17,549",1
4904,3000000,100000,0,9.9,"21,00,000",20,"30,17,236","10,500","21,319",0
4913,3900000,52000,0,9.95,"31,00,000",20,"41,54,073","15,000","30,224",0
4915,3900000,52000,0,9.95,"31,00,000",20,"41,54,073","10,000","30,224",0
4917,3500000,77500,26000,9.95,"27,42,843",30,"60,32,156","15,000","24,375",0
4927,3600000,100000,52000,9.95,"13,33,359",20,"17,86,640","15,000","13,000",0
4929,0,37000,0,9.95,"35,00,000",25,"61,52,998","15,000","32,175",0
4931,2000000,48000,0,9.95,"18,00,000",20,"24,12,266","15,000","17,549",0
4934,3891000,25500,0,9.9,"15,85,364",20,"22,77,498","7,926","16,095",0
4935,,40000,0,9.95,"20,00,000",15,"19,01,682","15,000","21,676",0
4936,6000000,60000,0,9.95,"40,00,000",20,"53,59,939","15,000","38,999",0
4941,,68000,0,9.85,"17,00,000",8,"7,76,427","6,800","25,796",0
4947,2000000,34000,0,9.9,"15,00,000",20,"19,50,302","5,000","14,376",0
4952,13400000,117000,0,9.85,"1,07,00,000",18,"1,23,93,701","1,07,000","1,06,914",0
4953,,21000,0,9.9,"10,26,448",20,"13,75,756","7,500","10,007",0
4961,,40000,0,9.95,"29,25,700",30,"64,34,299","15,000","26,000",0
4967,0,22000,0,9.95,"20,00,000",20,"26,80,236","15,000","19,499",0
4968,,23000,0,9.9,"14,00,000",20,"18,76,326","10,500","13,649",0
4969,,17000,0,9.95,"5,00,000",20,"6,70,459","15,000","4,874",0
4972,0,18000,1200,9.95,"10,76,944",30,"23,69,533","15,000","9,570",0
4973,13400000,117000,0,9.95,"90,00,000",20,"1,24,20,359","22,500","89,250",0
4984,0,12000,0,9.95,"12,00,000",10,"7,15,032","2,015","15,957",0
4986,2800000,32000,0,9.95,"18,00,000",20,"24,12,266","9,000","17,549",0
4990,10000000,40000,0,9.95,"28,00,000",25,"49,22,398","2,015","25,740",0
4994,0,24000,4900,9.95,"9,00,000",15,"8,55,805","2,015","9,754",0
4995,3000000,45000,0,9.95,"21,00,000",20,"28,14,222","10,000","20,474",0
4996,3000000,45000,0,9.95,"21,00,000",20,"28,14,222","2,015","20,474",0
4997,3000000,45000,0,9.9,"21,00,000",20,"28,14,222","7,500","20,474",0
4998,3000000,45000,0,9.9,"12,00,000",20,"16,08,355","7,500","11,699",0
5000,3000000,45000,0,9.95,"12,00,000",10,"7,15,032","6,000","15,957",0
5009,,15000,0,10.5,"4,00,000",5,"1,18,834","2,015","8,647",0
5010,0,22000,0,9.9,"11,16,537",20,"16,04,210","5,582","11,335",0
5013,0,30000,0,9.95,"21,06,505",25,"37,03,022","2,015","19,365",1
5017,5150000,61000,0,9.95,"41,20,000",30,"90,61,749","2,015","36,613",0
5019,2031000,270000,3000,9.95,"14,21,700",20,"19,05,173","2,015","13,861",0
5022,3700000,75000,9800,9.95,"29,60,000",20,"39,66,494","10,000","28,859",0
5025,1600000,45000,0,9.95,"12,00,000",20,"16,08,355","2,015","11,699",0
5026,3600000,70000,10700,9.95,"25,20,000",20,"33,76,959","10,000","24,569",0
5028,0,72000,0,11.75,"35,00,000",25,"73,66,783","2,015","36,217",0
5029,0,45000,0,9.95,"30,00,000",25,"52,74,605","2,015","27,578",0
5030,2900000,40000,0,9.95,"23,00,000",15,"21,87,030","2,015","24,927",0
5034,1000000,26000,0,9.95,"7,00,000",10,"4,17,123","2,015","9,308",0
5035,1000000,26000,0,9.95,"7,00,000",10,"4,17,123","2,015","9,308",0
5041,,68000,17000,9.95,"20,00,000",20,"26,80,236","2,015","19,499",0
5043,0,50000,0,9.85,"30,00,000",20,"40,20,088","12,000","29,249",0
5045,0,50000,0,9.95,"30,00,000",20,"40,20,088","2,015","29,249",0
5048,0,9500,1430,10.5,"2,00,000",5,"59,426","2,015","4,323",0
5051,875000,70000,20000,9.95,"6,12,500",5,"1,71,045","6,125","13,059",0
5069,2650000,34500,0,9.9,"21,00,000",20,"28,14,222","15,750","20,474",0
5070,2650000,34500,0,9.95,"21,00,000",20,"28,14,222","2,015","20,474",0
5071,1500000,5500,0,9.95,"3,50,000",20,"4,69,215","2,015","3,412",0
5072,,90000,8400,9.9,"15,00,000",20,"20,10,311","7,500","14,624",0
5073,,90000,8400,9.95,"15,00,000",5,"4,18,890","7,500","31,981",0
5074,1450000,37500,16000,9.95,"8,55,000",20,"11,45,706","2,015","8,336",0
5079,2500000,30000,0,10.5,"20,00,000",30,"47,22,506","2,015","18,669",0
5080,,40000,0,10.1,"20,00,000",20,"27,12,360","5,000","19,632",0
5081,1500000,45000,0,9.9,"11,25,000",16,"12,02,139","7,500","12,118",0
5082,,40000,0,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5083,,40000,0,9.9,"20,00,000",20,"26,80,236","7,500","19,499",0
5084,1500000,45000,0,9.95,"12,75,000",15,"12,12,430","6,375","13,818",0
5085,7500000,42000,0,9.95,"11,05,915",15,"10,51,767","2,015","11,985",0
5086,1500000,45000,0,9.9,"11,25,000",20,"15,71,067","7,500","11,231",0
5087,7500000,42000,0,9.95,"12,90,234",11,"8,56,547","6,451","16,263",0
5088,1633250,23350,0,9.9,"10,84,550",15,"11,03,818","5,422","12,157",0
5089,7500000,42000,0,10.6,"17,07,280",11,"12,10,793","8,536","22,105",0
5090,1633250,23350,0,9.9,"10,84,550",15,"10,31,320","8,134","11,754",0
5091,1633250,23350,0,9.95,"10,84,550",15,"10,31,320","10,000","11,754",0
5092,1633250,23350,0,10.1,"10,84,550",15,"10,43,257","2,711","11,821",0
5097,0,37500,0,9.95,"25,00,049",20,"33,49,950","10,000","24,375",0
5104,,35000,0,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5105,0,50000,0,9.95,"36,57,125",30,"80,44,848","10,000","32,499",0
5107,4300000,120000,0,9.85,"32,00,000",20,"42,88,058","12,800","31,199",0
5109,2000000,20000,0,9.95,"14,62,850",30,"32,17,149","10,000","13,000",0
5111,1250000,18500,0,9.95,"10,80,000",20,"14,47,573","10,000","10,529",0
5112,750000,14800,0,10.5,"5,25,000",20,"7,54,757","10,000","5,329",0
5117,6000000,54000,0,9.95,"48,00,000",20,"64,31,820","10,000","46,799",0
5118,1035000,15500,0,9.95,"9,29,599",15,"8,84,140","10,000","10,074",0
5122,1500000,15000,0,9.95,"8,00,000",20,"10,72,415","10,000","7,799",0
5123,11000000,79000,17609,9.95,"70,65,418",23,"1,12,17,097","10,000","66,241",0
5125,3000000,50000,13417,9.95,"24,00,000",30,"52,78,612","10,000","21,328",0
5127,4000000,160000,0,9.95,"32,00,000",8,"14,85,956","10,000","48,811",0
5136,1200000,35000,15000,9.95,"8,00,000",12,"5,86,741","10,000","9,630",0
5137,0,20000,0,9.95,"10,00,000",20,"13,40,385","10,000","9,749",0
5139,3000000,28500,0,9.95,"20,15,128",25,"35,42,371","10,000","18,525",0
5142,5000000,126000,4500,10.1,"35,00,000",7,"14,18,818","8,750","58,557",0
5143,5000000,126000,4500,9.85,"35,00,000",7,"13,79,231","35,000","58,086",0
5149,,35000,0,9.95,"15,00,000",20,"20,10,311","10,000","14,624",0
5151,0,32000,0,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5166,5200000,61500,0,9.85,"40,00,698",20,"52,58,818","40,006","38,581",0
5167,0,83000,0,9.85,"35,00,000",20,"46,90,013","14,000","34,124",0
5171,1500000,18000,0,9.95,"10,00,000",20,"13,40,385","10,000","9,749",0
5172,,40000,0,9.95,"18,00,000",20,"24,12,266","10,000","17,549",1
5179,1300000,25000,0,9.95,"12,68,793",20,"17,00,385","10,000","12,370",0
5180,1300000,25000,0,9.9,"10,00,000",15,"9,50,841","5,000","10,838",0
5184,1500000,24000,0,9.9,"6,00,000",5,"1,78,260","3,000","12,970",0
5192,,12000,0,9.95,"5,00,000",20,"6,70,459","10,000","4,874",0
5196,,30000,0,9.95,"16,00,000",20,"21,44,296","10,000","15,599",0
5198,,30000,0,9.9,"15,30,000",20,"20,50,239","7,500","14,917",0
5199,,20000,0,9.95,"13,30,000",20,"17,82,269","10,000","12,967",0
5200,17500000,125000,0,9.95,"63,43,965",30,"1,39,52,473","10,000","56,377",0
5202,,16500,0,9.9,"7,00,000",20,"9,38,430","5,000","6,824",0
5204,0,20800,1700,9.95,"10,00,000",15,"9,50,841","10,000","10,838",0
5206,0,20800,1700,9.9,"10,00,000",15,"10,17,833","5,000","11,209",0
5207,,18000,1700,9.95,"10,25,000",20,"13,73,748","10,000","9,993",0
5208,3500000,100000,40000,9.9,"24,60,000",20,"35,34,289","12,300","24,974",0
5214,3000000,40000,0,9.95,"20,00,000",25,"35,16,757","10,000","18,385",0
5215,2200000,15000,0,9.95,"16,00,000",25,"28,13,405","10,000","14,708",0
5221,0,13000,0,9.9,"8,00,000",20,"10,72,415","2,810","7,799",0
5222,4500000,48000,0,9.95,"29,50,000",20,"39,53,362","10,000","28,761",0
5226,4900000,33250,0,9.95,"15,00,000",20,"20,10,311","7,500","14,624",0
5227,0,20000,0,9.95,"5,00,000",5,"1,39,635","10,000","10,660",0
5228,4500000,50000,0,9.9,"36,00,000",15,"34,23,220","10,000","39,016",0
5229,4500000,50000,0,9.95,"31,50,000",15,"29,95,317","10,000","34,139",0
5233,11000000,250000,0,9.85,"80,00,000",10,"47,66,363","32,000","1,06,386",0
5249,850000,13500,0,10.5,"6,00,000",20,"8,37,826","5,000","5,990",0
5250,2175000,20000,4138,9.95,"3,00,000",5,"83,781","10,000","6,396",0
5251,0,21000,3600,9.95,"10,00,000",20,"13,40,385","10,000","9,749",0
5253,12000000,18000,0,9.9,"11,05,915",20,"14,82,120","8,294","10,782",0
5255,3100000,34000,0,9.95,"24,00,000",25,"42,19,047","10,000","22,063",0
5257,1600000,24000,0,9.95,"13,00,000",15,"12,36,189","10,000","14,089",0
5263,4500000,70000,20000,9.95,"20,00,000",25,"35,16,757","10,000","18,385",0
5264,1500000,15000,0,9.9,"9,20,000",20,"12,33,197","6,900","8,969",0
5266,2500000,30000,0,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5267,2500000,30000,0,9.9,"18,00,000",20,"24,12,266","13,500","17,549",0
5268,5000000,25000,0,9.95,"15,00,000",20,"20,10,311","10,000","14,624",0
5272,0,20000,0,10.2,"15,00,000",20,"21,18,726","7,500","15,076",0
5275,2000000,20000,0,9.95,"10,00,000",15,"9,50,841","10,000","10,838",0
5283,,12000,0,9.95,"17,55,000",30,"38,60,182","10,000","15,596",0
5284,1800000,25000,0,9.95,"5,00,000",5,"1,39,635","10,000","10,660",0
5286,5000000,37500,0,9.95,"10,00,000",5,"2,79,271","5,000","21,320",0
5287,1500000,150000,1600,10.2,"13,50,000",20,"19,07,085","6,750","13,568",0
5288,,22000,1900,9.95,"12,70,000",20,"17,01,878","10,000","12,382",0
5290,3000000,50000,12000,9.95,"10,00,000",10,"5,95,817","10,000","13,298",0
5291,0,20000,0,9.95,"12,00,000",20,"16,08,355","10,000","11,699",0
5292,3000000,50000,12000,9.95,"10,00,000",10,"5,95,817","5,000","13,298",0
5293,0,20000,0,9.9,"12,00,000",20,"16,08,355","6,000","11,699",0
5294,0,100000,0,9.95,"52,00,000",20,"69,67,761","10,000","50,699",0
5295,,30000,0,9.95,"18,00,000",20,"24,12,266","10,000","17,549",0
5297,400000,30000,0,10.2,"3,60,000",10,"2,25,418","1,800","4,877",0
5300,7500000,60000,0,9.95,"27,86,852",15,"26,50,073","10,000","30,203",0
5301,1300000,12000,0,9.9,"7,00,000",20,"9,38,430","5,250","6,824",0
5302,4650000,65000,0,9.9,"25,00,000",20,"33,50,162","12,500","24,374",0
5304,,34000,0,9.9,"16,00,000",13,"12,50,402","8,000","18,271",0
5305,0,66000,0,9.85,"35,00,000",20,"46,90,013","14,000","34,124",0
5307,,25000,0,9.95,"10,00,000",8,"4,64,383","10,000","15,253",0
5313,0,20000,0,9.95,"13,00,000",30,"28,60,564","10,000","11,552",0
5314,550000,12000,0,9.9,"4,00,000",15,"3,80,384","3,000","4,335",0
5316,550000,12000,0,9.95,"4,00,000",15,"3,80,384","10,000","4,335",0
5335,2200000,4000000,0,9.9,"15,00,000",20,"20,10,311","7,500","14,624",0
5337,2200000,40000,0,9.95,"15,00,000",20,"20,10,311","7,500","14,624",0
5339,2200000,40000,0,9.9,"15,00,000",20,"20,10,311","7,500","14,624",0
5340,2200000,40000,0,9.9,"15,00,000",20,"21,55,083","7,500","15,228",0
5344,1000000,17000,0,9.9,"8,46,000",15,"8,04,639","6,345","9,168",0
5355,,12000,0,9.95,"10,00,000",20,"13,40,385","10,000","9,749",0
5358,3000000,85000,18000,9.95,"21,00,000",20,"28,14,222","10,000","20,474",0
5366,2200000,45000,11000,9.9,"12,68,793",20,"17,00,385","9,515","12,370",0
5367,2200000,45000,11000,9.95,"12,68,793",20,"17,00,385","10,000","12,370",1
5368,2200000,45000,11000,9.9,"12,68,793",20,"17,00,385","6,343","12,370",0
5369,2200000,45000,11000,9.95,"12,68,793",20,"17,00,385","6,343","12,370",0
5376,0,15000,0,9.95,"10,00,000",20,"13,40,385","10,000","9,749",0
5378,2875000,20000,4138,9.9,"3,00,000",5,"83,781","1,500","6,396",0
5379,0,100000,0,9.95,"26,00,000",8,"12,07,336","10,000","39,659",0
5380,2000000,12000,0,9.9,"10,00,000",20,"13,40,385","7,500","9,749",0
5383,0,31000,0,9.95,"20,66,707",20,"27,69,826","10,000","20,149",0
5384,6000000,100000,5000,9.95,"42,00,000",20,"56,27,909","10,000","40,949",0
5396,2000000,50000,0,9.95,"18,00,000",30,"39,58,959","10,000","15,996",0
5404,6900000,30000,0,9.95,"21,94,000",30,"48,26,216","10,000","19,497",0
5405,6000000,50000,0,9.95,"33,00,000",20,"44,22,043","10,000","32,174",0
5406,0,75000,12000,9.85,"20,00,000",20,"26,32,328","8,000","19,300",0
5407,0,75000,12000,9.9,"20,00,000",20,"26,80,236","15,000","19,499",0
5408,0,75000,12000,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5409,0,75000,12000,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5416,1850000,40000,0,9.95,"16,65,000",25,"29,27,182","10,000","15,306",0
5417,,20000,0,9.95,"10,00,000",20,"13,40,385","10,000","9,749",1
5418,0,18000,0,9.95,"6,00,000",10,"3,57,559","10,000","7,978",0
5419,420000000,39000,0,9.95,"28,52,557",30,"62,75,416","10,000","25,349",0
5420,600000,26250,0,9.95,"5,40,000",7,"2,16,570","10,000","9,006",0
5427,1000000,25000,0,9.95,"8,46,000",8,"3,92,870","10,000","12,904",0
5428,800000,25000,0,10.2,"6,33,600",6,"2,25,418","3,168","11,930",0
5441,4800000,55000,0,9.95,"38,40,000",25,"67,51,324","10,000","35,300",0
5442,0,50000,0,9.95,"5,00,000",5,"1,39,635","10,000","10,660",0
5443,550000,30000,0,9.95,"3,96,000",6,"1,34,373","10,000","7,366",0
5445,0,23000,0,9.9,"18,27,062",20,"24,48,448","13,702","17,813",0
5446,0,23000,0,9.95,"18,27,062",20,"24,48,448","10,000","17,813",0
5447,0,23000,0,9.9,"18,27,062",20,"24,48,448","9,135","17,813",0
5451,3500000,30000,0,9.95,"15,00,000",15,"14,26,261","7,500","16,257",0
5455,5000000,100000,10000,9.95,"35,00,000",20,"46,90,013","10,000","34,124",0
5459,1700000,37170,8851,9.9,"13,00,000",20,"17,42,341","6,500","12,674",0
5469,9000000,43000,0,9.9,"30,00,000",20,"40,20,088","10,000","29,249",0
5471,0,20000,0,9.9,"10,15,034",20,"13,60,308","7,612","9,896",0
5472,0,20000,0,9.95,"10,15,034",20,"13,60,308","10,000","9,896",0
5473,900000,125000,0,10.2,"6,93,000",10,"4,33,858","3,465","9,389",0
5477,9000000,6000000,0,9.95,"50,00,000",10,"29,78,999","10,000","66,491",0
5478,0,13000,0,9.9,"8,77,710",30,"19,32,264","6,582","7,799",0
5479,0,46000,8500,9.9,"15,50,234",20,"20,77,503","7,751","15,114",0
5480,,72000,6800,9.95,"39,40,179",20,"52,80,187","10,000","38,415",0
5481,,72000,6800,9.9,"30,00,000",20,"40,67,996","15,000","29,449",0
5485,2200000,40000,0,9.95,"19,80,000",20,"26,53,439","10,000","19,304",0
5495,2200000,20000,0,9.9,"10,82,510",20,"14,50,654","8,118","10,554",0
5511,,30000,0,9.95,"20,00,000",20,"26,80,236","10,000","19,499",0
5514,5000000,50000,8000,9.85,"17,99,379",20,"23,68,283","7,197","17,364",0
5530,5000000,30000,0,9.95,"13,49,419",15,"12,83,083","6,747","14,625",1
5539,10000000,100000,0,9.9,"50,75,172",20,"68,01,007","10,000","49,481",0
5559,700000,16000,0,9.95,"5,00,000",20,"6,70,459","10,000","4,874",0
5569,,27000,0,9.95,"18,00,000",20,"24,12,266","10,000","17,549",0
5570,,27000,0,9.9,"15,00,000",20,"20,10,311","7,500","14,624",0
5572,,27000,0,9.95,"16,60,000",20,"22,24,687","8,300","16,184",0
5582,4500000,140000,60000,9.95,"30,50,000",20,"40,87,347","10,000","29,736",0
5583,4250000,140000,60000,9.9,"24,50,000",20,"32,82,902","12,250","23,887",1
5585,500000,50000,0,9.95,"4,50,000",10,"2,68,126","10,000","5,984",0
5586,2000000,22000,0,9.95,"14,00,000",20,"18,76,326","10,000","13,649",0
5587,0,60000,0,9.95,"40,00,000",20,"53,59,939","5,000","38,999",0
5601,0,30000,0,9.95,"8,00,000",5,"2,23,417","4,000","17,056",0
5603,3500000,45000,0,9.9,"22,83,827",20,"32,80,877","11,419","23,186",0
5611,,40000,0,10.2,"21,00,000",20,"29,65,867","10,500","21,107",0
5612,,40000,0,9.95,"21,00,000",20,"28,14,222","10,000","20,474",0
5613,,40000,0,9.95,"21,00,000",20,"28,14,222","10,000","20,474",0
5633,2800000,170000,0,9.95,"19,59,999",10,"11,67,808","19,599","26,064",0
5637,5000000,500000,0,9.95,"35,00,000",15,"33,27,943","10,000","37,933",0
5652,,21000,0,9.95,"14,00,000",20,"18,76,326","10,000","13,649",0
5657,3600000,26000,0,10.1,"16,01,821",20,"21,72,072","4,004","15,724",0
5658,3600000,26000,0,9.95,"16,16,450",20,"21,66,009","10,000","15,760",0
5662,12000000,100000,0,9.85,"73,35,666",15,"68,45,693","73,356","78,784",0
5663,9000000,175000,7000,9.95,"72,00,000",20,"96,47,998","10,000","70,198",0
5664,7000000,100000,0,9.95,"49,00,000",15,"46,59,169","10,000","53,106",0
5665,7000000,100000,0,9.95,"49,00,000",15,"46,59,169","49,000","53,106",0
5666,7000000,100000,0,9.95,"49,00,000",15,"47,95,052","10,000","53,861",0
5667,1100000,45000,0,9.95,"9,10,800",10,"5,42,654","4,554","12,112",0
5668,1100000,45000,0,9.9,"9,20,700",10,"5,48,609","4,603","12,243",0
5675,4000000,100000,0,9.9,"32,00,000",20,"42,62,324","10,000","31,093",0
5680,0,15700,0,9.9,"7,00,000",30,"15,31,667","7,000","6,194",0
5692,1300000,68000,28000,9.95,"10,00,000",20,"13,40,385","10,000","9,749",0
5693,3500000,49000,0,9.85,"24,50,000",20,"32,24,343","9,800","23,643",0
5694,3500000,49000,0,9.9,"24,50,000",20,"32,63,648","10,000","23,805",0
5695,3500000,49000,0,9.95,"24,50,000",20,"32,82,902","10,000","23,887",1
5696,3500000,49000,0,9.9,"24,50,000",20,"32,82,902","10,000","23,887",0
5705,2500000,22000,0,9.95,"10,00,000",9,"5,29,287","10,000","14,160",0
5712,1200000,40000,0,9.9,"8,00,000",5,"2,23,417","4,000","17,056",0
5713,1200000,40000,0,9.9,"8,00,000",5,"2,22,222","8,000","17,037",0
5715,,32000,0,9.9,"18,00,000",20,"24,12,266","9,000","17,549",0
5716,,32000,0,9.95,"18,00,000",20,"24,12,266","9,000","17,549",0
5717,,28000,0,9.9,"9,00,000",20,"12,06,400","5,000","8,774",0
5719,6400000,58000,12475,9.95,"47,61,600",30,"1,04,72,277","10,000","42,315",0
5721,3800000,160000,65000,9.95,"30,40,000",20,"40,73,682","10,000","29,639",0
5731,10000000,130000,0,9.95,"40,00,000",7,"16,04,080","10,000","66,715",0
5732,,14000,0,9.95,"7,00,000",20,"9,38,430","10,000","6,824",0
5734,6000000,100000,5000,9.9,"42,00,000",20,"55,94,598","10,000","40,809",0
5736,4500000,25000,0,9.95,"25,12,623",25,"44,17,385","10,000","23,098",0
5737,4500000,25000,0,9.9,"25,12,623",25,"44,70,896","12,563","23,276",0
5738,4500000,25000,0,9.9,"25,12,623",25,"44,17,385","10,000","23,098",0
5757,1700000,170000,0,9.95,"11,90,000",20,"15,94,690","5,950","11,602",0
5758,1700000,170000,0,9.9,"11,90,000",20,"15,94,690","8,925","11,602",0
5759,1700000,18000,0,9.9,"11,90,000",20,"15,85,427","10,000","11,562",0
5770,0,13000,0,9.9,"8,00,000",20,"10,72,415","6,000","7,799",0
5776,5000000,80000,5000,10.2,"35,00,000",20,"50,56,596","17,500","35,651",0
5783,9500000,60000,0,9.95,"74,04,566",18,"87,41,828","5,000","74,749",1
5789,2500000,12000,0,9.9,"6,09,020",20,"8,11,512","6,090","5,917",0
5793,13500000,166000,0,9.9,"94,50,000",20,"1,25,87,449","15,000","91,821",0
5796,1000000,30000,0,9.95,"8,00,000",15,"7,60,768","5,000","8,670",0
5797,1000000,30000,0,9.9,"8,00,000",15,"7,56,455","8,000","8,645",0
5798,1000000,30000,0,9.9,"8,00,000",15,"7,60,768","4,000","8,670",0
5801,0,54000,0,9.95,"25,00,000",20,"33,50,162","5,000","24,374",1
5803,,62000,0,9.9,"15,00,000",20,"20,10,311","7,500","14,624",0
5804,1700000,35000,0,9.95,"15,00,000",20,"20,10,311","5,000","14,624",1
5805,,62000,0,9.9,"15,00,000",20,"19,98,411","10,000","14,574",0
5806,1700000,35000,0,10.2,"15,00,000",20,"21,18,726","7,500","15,076",0
5807,3300000,250000,30000,9.95,"25,00,000",20,"33,50,162","5,000","24,374",0
5808,10000000,100000,0,9.9,"50,75,172",20,"67,60,130","15,000","49,313",0
5810,1000000,30000,0,9.9,"8,00,000",15,"7,60,768","5,000","8,670",0
5814,6000000,56666,15225,9.9,"42,00,000",20,"55,94,598","10,000","40,809",0
5816,6000000,46000,2100,9.9,"36,50,000",20,"48,91,258","18,250","35,586",0
5827,5000000,120000,0,9.95,"40,00,000",20,"53,59,939","5,000","38,999",0
5828,5000000,120000,0,9.9,"40,00,000",20,"53,28,037","10,000","38,866",0
5829,5000000,120000,0,9.95,"40,00,000",20,"53,59,939","10,000","38,999",0
5832,,103000,39500,9.95,"30,50,000",30,"67,08,894","5,000","27,104",1
5838,0,33000,0,9.95,"17,00,000",20,"22,78,281","8,500","16,574",0
5839,0,33000,0,9.95,"17,00,000",20,"22,78,281","5,000","16,574",0
5854,,50000,0,9.95,"26,00,000",20,"34,84,147","10,000","25,349",0
5862,5000000,70000,0,9.9,"30,00,000",15,"28,36,170","10,000","32,421",0
5863,8000000,180000,,9.9,"54,44,275",20,"72,95,421","40,832","53,080",0
5872,,80000,0,9.95,"80,82,247",24,"1,35,16,090","5,000","74,992",1
5888,1800000,28000,0,9.9,"12,60,000",20,"16,88,746","2,810","12,284",0
5890,2500000,35000,10000,9.95,"13,07,718",20,"17,52,816","5,000","12,749",0
5899,0,42000,0,9.95,"25,00,000",15,"23,77,102","5,000","27,095",0
5907,0,42000,0,9.9,"25,00,000",15,"23,77,102","5,000","27,095",0
5908,,30000,0,9.9,"16,30,000",25,"28,48,990","10,000","14,926",0
5910,3200000,25000,0,9.95,"18,28,562",30,"40,23,411","5,000","16,249",1
5911,4000000,100000,0,9.9,"28,00,000",20,"37,29,732","10,000","27,206",0
5912,4000000,100000,0,9.9,"28,00,000",20,"37,52,117","5,000","27,299",0
5914,4000000,100000,0,9.95,"32,00,000",20,"42,88,058","5,000","31,199",0
5915,4000000,100000,0,9.85,"28,00,000",20,"37,52,117","5,000","27,299",0
5916,4000000,100000,0,9.9,"32,00,000",20,"42,88,058","10,000","31,199",0
5917,4000000,100000,0,10.1,"32,00,000",20,"43,39,341","5,000","31,412",0
5919,4000000,100000,0,9.95,"32,00,000",20,"42,88,058","10,000","31,199",0
5920,4000000,100000,0,9.9,"28,00,000",20,"37,52,117","10,000","27,299",0
5921,4000000,100000,0,9.9,"28,00,000",20,"37,96,651","5,000","27,486",0
5923,4900000,34000,0,9.95,"29,98,842",30,"65,97,131","5,000","26,649",0
5927,4000000,43000,0,9.95,"25,00,000",20,"33,50,162","5,000","24,374",0
5935,8000000,50000,0,9.9,"6,94,854",5,"1,93,028","6,948","14,797",0
5939,,63000,23500,9.95,"17,00,000",20,"22,78,281","5,000","16,574",1
5940,,40000,0,9.95,"27,00,000",22,"40,61,322","5,000","25,608",0
5941,,47000,0,9.9,"25,00,000",20,"33,50,162","10,000","24,374",1
5946,800000,24000,0,9.9,"5,60,000",5,"1,55,571","5,600","11,925",0
5960,0,9000,0,9.95,"16,00,000",20,"21,44,296","5,000","15,599",0
5988,800000,24500,0,9.9,"5,60,000",5,"1,56,395","5,000","11,939",0
5989,800000,24500,0,9.95,"5,60,000",20,"7,50,851","5,000","5,459",0
6001,2000000,30000,0,9.95,"18,00,000",30,"39,58,959","5,000","15,996",0
6003,2400000,65000,0,9.9,"20,00,000",20,"26,64,018","10,000","19,433",0
6004,5500000,105000,32699,9.85,"23,11,602",20,"30,42,430","5,000","22,307",0
6007,5000000,75000,10000,9.9,"30,00,000",25,"52,42,665","10,000","27,472",0
6008,0,15000,0,10.5,"9,83,886",30,"22,56,113","5,000","9,000",0
6009,5000000,75000,10000,9.95,"31,00,000",25,"54,49,646","5,000","28,498",0
6023,4000000,50000,0,9.85,"20,16,000",20,"26,53,595","5,000","19,454",0
6025,4000000,70000,0,9.95,"25,00,000",20,"33,50,162","5,000","24,374",0
6030,2000000,21500,0,9.9,"10,91,162",20,"14,62,438","5,000","10,638",0
6039,,77000,8897,9.9,"20,00,000",20,"26,64,018","10,000","19,433",0
6040,,77000,8897,9.9,"20,00,000",20,"26,80,236","10,000","19,499",0
6042,1800000,27000,0,9.9,"13,00,000",18,"15,25,922","10,000","13,081",1
6043,1800000,27000,0,9.9,"13,00,000",18,"15,34,969","5,000","13,123",0
6044,1800000,27000,0,9.95,"13,00,000",18,"15,34,969","5,000","13,123",0
6045,,19500,0,9.9,"9,89,658",20,"13,18,243","9,896","9,616",0
6047,0,33000,0,9.9,"24,00,000",30,"52,46,697","10,000","21,239",0
6048,0,33000,0,9.9,"24,00,000",30,"52,78,612","10,000","21,328",0
